Day,Visitor type,Site member,Traffic category,Traffic source,Traffic source URL,UTM campaign source,UTM campaign medium,UTM campaign name,UTM campaign content,UTM campaign keywords,UTM Wix campaign,Page path,Page URL,Country,Region,City,Postal code,Device type,Browser,Browser version,Operating system,IP address,Is the first page viewed (Yes / No),Is the last page viewed (Yes / No),Next page viewed,Previous page viewed,Page views,Site sessions,Unique visitors,Bounce rate,Page exit rate,Avg. session duration,Avg. time on page,Avg. pages per session
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,4m 06s,18s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/services,1,1,1,0.00%,100.00%,37s,,1
2024-05-10,Returning,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.107.94,No,No,/events,/contact-us,1,1,1,0.00%,0.00%,30m 00s,3s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/about-us,/about-us,1,1,1,0.00%,0.00%,8m 36s,14s,1
2024-05-17,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/offers,1,1,1,0.00%,0.00%,34s,10s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/offers,1,1,1,0.00%,0.00%,12m 06s,11m 30s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/,/contact-us,1,1,1,0.00%,0.00%,32m 21s,4s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/package-information,https://schaumburgmarketplace.net/package-information,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/,1,1,1,0.00%,0.00%,47m 23s,3s,1
2024-05-13,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/services,,1,1,1,0.00%,0.00%,1m 49s,14s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/about-us,1,1,1,0.00%,0.00%,9s,5s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,Yes,,/services,1,1,1,0.00%,100.00%,8m 36s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/events,1,1,1,0.00%,0.00%,32m 21s,2m 27s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/news-1,1,1,1,0.00%,0.00%,13m 29s,2m 14s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/contact-us,1,1,1,0.00%,0.00%,24m 36s,22s,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/about-us,1,1,1,0.00%,0.00%,31m 04s,1s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,Yes,No,/events,,1,1,1,0.00%,0.00%,12m 06s,5s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/testimonials,/contact-us,1,1,1,0.00%,0.00%,17m 01s,7s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/offers,1,1,1,0.00%,0.00%,18m 06s,36s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/email-marketing,1,1,1,0.00%,0.00%,13m 29s,7s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,Yes,,/,1,1,1,0.00%,100.00%,54s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,21m 04s,1m 16s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/,1,1,1,0.00%,0.00%,13m 29s,1m 19s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,Yes,No,/about-us,,1,1,1,0.00%,0.00%,34m 18s,12s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/about-us,1,1,1,0.00%,0.00%,18m 06s,16s,1
2024-05-09,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,19m 28s,21s,1
2024-05-17,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/contact-us,1,1,1,0.00%,100.00%,2m 07s,,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/team,/,1,1,1,0.00%,0.00%,1h 46m 28s,4s,1
2024-06-03,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,Yes,,/events,1,1,1,0.00%,100.00%,1m 50s,,1
2024-06-02,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Unknown,Unknown,Mobile,Safari,16.6,iOS,107.77.206.113,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-05,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Palatine,60074,Mobile,Safari,17.4.1,iOS,75.22.141.46,Yes,No,/events,,1,1,1,0.00%,0.00%,52s,52s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/services,1,1,1,0.00%,0.00%,43m 40s,2s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/events,1,1,1,0.00%,0.00%,32m 21s,9s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/services,/services,1,1,1,0.00%,0.00%,1h 16m 24s,9m 02s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/offers,1,1,1,0.00%,0.00%,43m 40s,2s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/offers,1,1,1,0.00%,0.00%,43m 40s,13s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/email-marketing,1,1,1,0.00%,0.00%,24m 36s,3s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/events,1,1,1,0.00%,0.00%,43m 40s,6s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,No,No,/jobs,/events,1,1,1,0.00%,0.00%,42m 54s,1s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,NV,Las Vegas,89110,Desktop,Firefox,126.0,Windows,70.189.171.51,No,No,/,/,1,1,1,0.00%,0.00%,23m 13s,3s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/about-us,/events,1,1,1,0.00%,0.00%,8m 36s,7s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Arlington Heights,60004,Desktop,Firefox,126.0,Windows,76.141.148.254,No,No,/events,/,1,1,1,0.00%,0.00%,1m 15s,7s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/offers,1,1,1,0.00%,100.00%,13m 25s,,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/business-directory,1,1,1,0.00%,0.00%,1h 51m 04s,2s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/faq,/offers,1,1,1,0.00%,0.00%,1h 20m 51s,16s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/events,/contact-us,1,1,1,0.00%,0.00%,3m 09s,2s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/cart-page,/business-directory,1,1,1,0.00%,0.00%,24m 36s,36s,1
2024-05-15,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/jobs,/offers,1,1,1,0.00%,0.00%,32m 41s,30s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/business-directory,1,1,1,0.00%,0.00%,24m 36s,2s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/events,1,1,1,0.00%,0.00%,2h 10m 49s,2s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,2h 10m 49s,38s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,Yes,,/team,1,1,1,0.00%,100.00%,9s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/cart-page,/events,1,1,1,0.00%,0.00%,18m 06s,41s,1
2024-05-28,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/news-1,1,1,1,0.00%,0.00%,46s,4s,1
2024-05-10,Returning,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.107.94,No,Yes,,/,1,1,1,0.00%,100.00%,30m 00s,,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,Yes,No,/services,,1,1,1,0.00%,0.00%,42m 54s,4m 20s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/business-directory,1,1,1,0.00%,0.00%,12m 06s,3s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/about-us,1,1,1,0.00%,0.00%,58m 14s,1s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/news-1,/services,1,1,1,0.00%,0.00%,34m 18s,9s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/events,/faq,1,1,1,0.00%,0.00%,17m 01s,29s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/team,/clients,1,1,1,0.00%,0.00%,47m 23s,3s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/jobs,1,1,1,0.00%,0.00%,22m 32s,1m 03s,1
2024-05-16,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/,1,1,1,100.00%,0.00%,2s,1s,1
2024-06-01,Returning,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United Kingdom,ENG,London,EC1N,Mobile,Safari,17.4.1,iOS,145.224.91.89,No,No,/contact-us,/jobs,1,1,1,0.00%,0.00%,4m 38s,28s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/,1,1,1,0.00%,0.00%,16m 37s,56s,1
2024-05-16,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/offers,/news-1,1,1,1,0.00%,0.00%,2m 36s,31s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/,1,1,1,0.00%,0.00%,33m 16s,1s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/jobs,1,1,1,0.00%,0.00%,22m 32s,4s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/testimonials,1,1,1,0.00%,0.00%,33m 16s,2s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,34m 12s,4m 19s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/events,1,1,1,0.00%,0.00%,13m 29s,5s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/,1,1,1,0.00%,0.00%,1h 46m 28s,5s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60194,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/events,1,1,1,0.00%,0.00%,3m 09s,1m 06s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/,1,1,1,0.00%,0.00%,24m 36s,1s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/offers,/contact-us,1,1,1,0.00%,0.00%,1h 20m 51s,6s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/email-marketing,1,1,1,0.00%,0.00%,24m 36s,3s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,CA,Unknown,Unknown,Mobile,Chrome,117.0.0.0,Android,166.205.132.20,No,No,/,/cart-page,1,1,1,0.00%,0.00%,16m 13s,14s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/testimonials,/contact-us,1,1,1,0.00%,0.00%,1h 20m 51s,12s,1
2024-05-20,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/testimonials,1,1,1,0.00%,100.00%,9m 23s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/services,/news-1,1,1,1,0.00%,0.00%,13m 25s,4m 53s,1
2024-05-06,New,No,Direct,Direct,https://itexps.wixsite.com/smpweb,_,_,_,_,_,_,/about-us,https://itexps.wixsite.com/smpweb/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/home,1,1,1,0.00%,0.00%,2m 40s,19s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/faq,/,1,1,1,0.00%,0.00%,47m 23s,5s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/offers,/about-us,1,1,1,0.00%,0.00%,1h 20m 51s,42s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business,/,1,1,1,0.00%,0.00%,1h 46m 28s,1s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/news-1,/,1,1,1,0.00%,0.00%,12m 24s,14s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/events,1,1,1,0.00%,0.00%,22m 32s,16s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/,1,1,1,0.00%,100.00%,7m 57s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/jobs,1,1,1,0.00%,0.00%,43m 40s,3s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,Yes,,/offers,1,1,1,0.00%,100.00%,54m 10s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Carol Stream,60188,Mobile,Chrome,124.0.0.0,Android,67.165.137.153,No,No,/jobs,/,1,1,1,0.00%,0.00%,57s,6s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Carol Stream,60188,Mobile,Chrome,124.0.0.0,Android,67.165.137.153,No,No,/contact-us,/jobs,1,1,1,0.00%,0.00%,57s,17s,1
